Player_ID,Player_Name,Age,Nationality,Position,Current_Club,League,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage,Contract_Start,Contract_End,Height_cm,Weight_kg,Preferred_Foot
71348,Dawn Moore,31,Netherlands,GK,Juventus,,40,,70.5,0.3,0.1,,0.2,0.1,,1,79,5.9,7.6,77.8,2015-04-19,2018-03-23,191,90,Right
79352,Rodney Jacobs,18,Spain,GK,PSG,Premier League,16,2,92.5,89.1,,0.1,0.1,0.1,0.2,1.9,75.4,6,18.9,82.1,2010-06-13,2011-08-03,194,89,Right
42953,Evan Wilson,24,Italy,FW,Real Madrid,Serie A,21,29,57.1,21.6,4.6,,1.8,0.6,0.6,0.6,,0.1,1.6,1.2,2020-04-26,2021-10-20,177,94,Right
82512,Jaime Porter,19,England,MF,Inter Milan,Ligue 1,48,26,85.3,133.6,1.1,2.8,2.4,2.2,2.4,2.5,88.3,0.1,4.4,,2009-08-15,2013-01-28,178,77,Left
11504,,,France,FW,Manchester United,Ligue 1,11,5,80.2,113.8,3.2,2.5,3,,1,0.6,84.8,0.1,4.2,0.4,2013-09-20,2018-02-26,176,76,Both
99166,Pamela Smith,20,Germany,MF,Inter Milan,Ligue 1,23,10,105.5,59.9,0.8,2.9,2.6,2.3,2.1,1.6,89.8,0.1,8.9,3.6,2020-02-13,2021-12-09,176,73,Right
25014,Kevin Martinez,28,Brazil,,Chelsea,Serie A,9,24,104.9,87.6,1.9,1.2,2.9,1.8,1.6,3,86.1,0.2,1.4,4.7,2006-09-25,2010-12-24,172,90,Right
99353,Derek Valdez,23,England,MF,,Ligue 1,14,23,22.1,45.2,1.2,,3.1,1.8,1.8,2.3,84.2,0.1,1.7,4.5,2014-08-03,2018-09-24,193,83,Left
80381,Meghan Morrison,36,Spain,MF,,Ligue 1,34,7,9.9,30,,2.3,,2.1,1.5,1.4,81.3,0.1,1.3,1,2019-09-27,2021-06-18,168,94,Left
44973,Heather Cox,,Argentina,MF,Manchester United,Bundesliga,37,,87.5,,0.8,1.3,1.8,1.8,,2.7,84.7,0.1,0.8,4.4,2017-11-22,2020-10-10,184,93,Right
94012,Kenneth Clark,28,France,MF,Inter Milan,Bundesliga,13,11,94.4,88.5,1.4,2.7,3,1.8,1,1.6,88.6,0.2,4.6,4.7,2014-02-24,2018-01-26,189,62,Right
54587,,35,Italy,FW,Barcelona,Bundesliga,29,21,49.4,84.6,4.3,3,1.5,,0.6,1.4,,,2.2,,2013-03-08,2017-09-01,169,85,Right
24621,Natasha Phelps,34,Argentina,FW,Bayern Munich,Ligue 1,23,24,18.4,136.7,2.1,2.9,1.4,0.4,0.6,1.1,72,0,1.2,1.5,2019-08-24,2022-08-02,191,82,Right
48469,Judith Delgado,20,,MF,,Ligue 1,44,,83,120.7,0.6,1.5,2.4,3.3,1.8,1.5,86.9,0,,4.6,2008-07-18,2013-12-14,180,74,Right
66985,Ryan Bruce,25,Germany,MF,Liverpool,Ligue 1,17,11,115.5,103.8,0.8,2.9,2.1,3,1.1,1.9,87.1,0.1,0.7,3.1,2018-07-27,2022-03-23,176,63,Right
30730,Kristen Spencer,28,Portugal,DF,Juventus,,21,,105.7,94.3,0.3,1.1,,3.2,2.2,5.7,84,0,6.5,0.3,2007-01-16,2009-01-16,171,88,Right
69470,Jerry Watson,,England,MF,,Serie A,,19,112.4,122.6,0.8,2,3.5,2.6,,1.1,86.3,0,3.1,,2006-07-27,2010-01-07,172,81,Left
10425,Erik Hays,26,England,,Barcelona,La Liga,30,,101.5,64.2,1.6,1.4,3.3,1.6,2.1,1.3,80,0,,1.4,2020-08-01,2021-04-10,178,84,Right
44522,Mark Peck,20,Netherlands,MF,Real Madrid,Ligue 1,30,29,32.2,60.9,0.7,2.3,2.2,2.8,2.2,1.9,82.8,0.2,6.5,0.8,2005-02-04,2007-05-28,191,72,Right
75612,Maria Chavez,24,Brazil,FW,Real Madrid,Bundesliga,19,26,12.1,97.8,3.1,3.3,2,0.8,1,0.3,79.7,0,,1.9,2011-07-04,2016-07-21,186,77,Right
33416,Danielle Hall,24,Belgium,MF,,Serie A,21,12,34,41.5,0.8,2.4,2.6,,1.3,2.4,,0,8.2,1.1,2009-04-23,2010-07-10,188,92,Right
76542,Leslie Adams,32,Netherlands,GK,Real Madrid,La Liga,12,12,81.7,140.8,0.1,,0,0,,1.8,71.2,4.5,15,79.5,2018-08-09,2023-03-22,190,75,Right
23947,,32,England,,PSG,La Liga,19,,,101.7,2,3.9,1.1,0.5,0.9,,78.6,0,1.8,1.2,2006-10-03,2010-01-12,179,61,Right
91959,Elizabeth Potter,23,Germany,GK,Juventus,La Liga,43,22,,71.3,0.1,0.2,0.2,0.1,0.1,1.8,67.7,3.6,6.5,75.1,2017-10-01,2022-11-28,197,94,Right
49117,Timothy Martinez,34,Italy,MF,PSG,,19,,41.7,66.5,2.1,2.4,3.3,3.3,2,2.1,86.4,0,8.2,3.2,2020-05-03,2021-08-06,186,93,Right
93748,Natalie Williams,22,Spain,FW,Barcelona,Bundesliga,18,,9.7,131.4,2.9,,,0.9,,0.4,82.9,0.1,1.7,3,2006-02-26,2011-04-15,186,89,Right
76540,Eddie Houston,17,,MF,Barcelona,La Liga,13,,48.7,0.8,2.2,1.3,2.7,2.6,1.7,1.2,88.9,0,,3.6,2017-11-14,2022-02-14,180,72,Right
89818,Scott Wilson,27,Germany,,Arsenal,Premier League,41,28,,,0.9,1.3,0.4,3,2.2,6.3,76.5,0.1,5.8,5.9,2020-04-17,2023-12-16,174,72,Left
36071,Jason Collier,27,England,MF,Chelsea,Serie A,47,28,79.1,5,1.2,2.3,1.8,1.5,1.5,1.1,90.7,0.1,1.7,3.6,2006-08-11,2011-02-04,182,77,Right
30032,Ryan Kim,20,Spain,FW,Real Madrid,Bundesliga,28,9,,45.4,3.4,1.6,1.9,,0.9,,72.7,,4.7,2.2,2018-05-18,2020-07-22,190,91,Left
59009,Christina Hernandez,17,Brazil,MF,Liverpool,La Liga,18,0,21.7,146.1,1.2,2.4,2.8,,1.5,2.6,82.8,0.1,7.3,3.1,2009-10-02,2014-12-15,174,91,Right
31174,Nicholas Warren,19,Germany,MF,Arsenal,Ligue 1,26,25,49.1,71.2,,1.8,2.9,2.8,1.8,2.8,91.9,0.2,6.3,1,2011-03-07,2015-02-11,193,94,Right
80697,Ryan Cole,36,,GK,,Bundesliga,36,25,6.2,106.5,0,0.2,0.2,0,0.2,1.2,69.5,5.9,11.1,,2008-11-23,2012-10-17,195,88,Right
79514,Mary Hill,36,England,,Bayern Munich,Bundesliga,41,25,91.5,138.1,0.5,0.8,0.9,4.8,3.3,5.2,80.2,0.1,6.7,6.7,2013-06-01,2015-07-11,172,88,Right
10074,Peter Donaldson,26,France,DF,,Bundesliga,36,20,27.2,,0.6,0.4,0.3,,2.6,5.2,81.7,0,7.4,6.8,2005-08-22,2010-04-23,188,75,
88504,William Tate,30,Spain,DF,Manchester United,Premier League,21,2,22.7,34.3,,,0.2,2.6,4.4,6.1,85.8,0.1,6.6,4.9,2014-04-19,2016-03-25,181,69,Left
52487,,20,Argentina,FW,Liverpool,Premier League,27,9,97.6,143.6,2.7,3.1,2.9,0.4,,0.6,80.9,0.1,,2.2,2009-06-02,2011-02-15,171,89,Left
74042,Victoria Wright,21,Netherlands,,Bayern Munich,Ligue 1,30,,80.7,115.1,0.2,0,0.2,0.1,0.1,1.6,,5.7,8.1,76.7,2016-09-21,2017-06-28,190,84,Right
12552,,27,Brazil,MF,Inter Milan,Premier League,14,25,32.3,60.7,2.2,2.9,2.8,2.6,1.6,1.1,80.4,0,5.4,1,2016-05-15,2021-07-13,177,79,Right
24662,Karen King,24,Argentina,MF,Liverpool,Ligue 1,17,17,,,1.3,1,2.4,1.7,1.1,2.8,87.8,0.1,3,3.3,2017-04-24,2020-11-23,187,64,Right
57576,Charles Nguyen,25,Argentina,,Liverpool,Premier League,8,17,63.3,69.8,2.4,1.5,1.2,0.3,0.7,1.3,,0.1,2.1,0.8,2015-08-02,2020-09-10,182,60,Right
50306,John Avila,21,Italy,,Juventus,Bundesliga,49,21,12.5,78,3.7,,2.7,0.9,1,0.4,74.8,0,,2.2,2016-04-25,2019-04-21,185,89,Right
41385,Jasmine Davis,32,Portugal,FW,Liverpool,,10,4,13.4,133.7,4.5,3.7,1.5,,0.5,0.1,71.8,0,,2.3,2011-09-20,2014-10-21,187,62,Right
17592,Dr. Scott Holland,18,Argentina,DF,PSG,,21,7,33.3,113.1,0.1,0.4,0.8,4.6,3.8,6.9,,,12.4,7.5,2006-01-22,2008-09-06,180,73,Right
41571,Kenneth Green,27,Italy,GK,PSG,Serie A,24,0,41.2,146.3,0.1,0.2,0.3,0.2,0.2,1.9,69.2,3.1,5.9,88,2014-03-04,2015-11-25,200,89,Right
84364,Luis Smith,31,,MF,Juventus,,46,29,113.2,52,,2.1,,2.2,1.6,1.7,87.8,0.1,2.3,0.2,2014-12-12,2019-11-18,175,63,Left
20322,Melinda Banks,29,England,FW,Juventus,Bundesliga,27,28,110.5,87.8,2.7,3.4,1.2,0.6,0.7,0.1,84,0,4.9,,2012-04-02,2015-09-28,176,77,Both
21226,Chris Molina,32,,MF,Inter Milan,Serie A,2,4,102.6,37,,1.7,2.8,,2.5,2.5,82.4,0.1,9.5,3.9,2014-06-06,2017-12-11,183,84,Left
73699,Jason Maldonado,34,Portugal,FW,Bayern Munich,Premier League,35,5,6.7,96.4,4.3,3.8,1.9,0.4,0.5,0.1,83.9,0,0.9,2.4,2013-08-05,2015-04-05,186,60,Right
19071,,28,,FW,Chelsea,Ligue 1,34,1,87.9,39.8,3.8,1.7,,0.8,0.7,0.5,84.2,,3.5,2,2019-06-08,2024-04-18,183,74,Right
79822,,23,Argentina,MF,Manchester United,La Liga,41,26,23.7,55.1,1.8,2.6,2.8,3.1,1.3,1.9,87.4,0.2,2.7,1,2012-08-04,2016-02-22,174,68,Right
26483,Amanda Robertson,31,Netherlands,,Chelsea,La Liga,27,8,51,86.8,,0,0.2,0.2,0.1,1,75.1,3.2,13.8,86.2,2018-01-20,2019-06-17,181,74,Left
26828,Denise Tate,19,Netherlands,GK,Chelsea,Bundesliga,43,17,84.7,121.7,0.1,0.2,0,0,0,,,4.7,13.7,71.5,2012-09-19,2017-05-06,199,83,Right
96474,Phillip Wells,36,Spain,FW,Real Madrid,La Liga,32,16,17.2,128,2.4,3.6,1.2,0.4,0.5,0.5,,0,,1.5,2020-02-19,2022-02-17,181,63,Right
72296,William Johnson,18,Portugal,,Manchester United,Ligue 1,41,,51.2,,0.5,0.5,0.9,4.3,4.2,4.6,86.6,0,11,8.5,2012-07-05,2016-04-02,192,71,Left
82063,Lisa Walter,26,Argentina,GK,PSG,Ligue 1,37,5,110.3,59.8,0.1,0.1,0.4,0.1,0.2,1.7,66.3,3.9,12.3,75,2005-03-22,2010-06-21,198,65,Right
31643,Elizabeth Reed,23,Brazil,DF,Manchester United,Serie A,35,25,,67.3,1,,0.8,3.2,2.9,,78.7,0,,4.3,2016-11-06,2017-02-15,171,83,Right
44741,Annette Barnett,35,Portugal,MF,Bayern Munich,Bundesliga,28,7,100.4,41.9,1.2,1.7,2.1,1.6,1.3,1.5,81.8,0.2,8.6,,2015-06-26,2018-08-05,193,70,Right
79163,Kelly Long,19,,MF,Inter Milan,Ligue 1,25,,44.2,17.4,2.1,1.7,3.3,2.3,1.3,2.4,87.7,0.2,9.7,2.8,2009-06-04,2011-08-16,182,72,
89507,,,Portugal,MF,Manchester United,Ligue 1,19,1,4.8,11,1,1.8,2.8,3.4,1.8,1.1,,0.1,1.2,4.3,2010-09-08,2011-02-05,170,93,Right
65461,Kristen Kennedy,24,France,FW,Bayern Munich,Serie A,32,8,84.5,139.1,2.9,2.1,2.5,0.7,0.7,0.3,,0.1,1.4,2.4,2011-04-18,2012-01-24,172,84,Right
37760,Christopher Petersen,,Netherlands,MF,Arsenal,Premier League,19,19,35.7,,0.7,2.6,1.6,2.4,2.4,1.1,86.8,0,9.3,4.3,2008-07-07,2012-07-23,168,66,Right
80686,Dana Wallace,35,Germany,FW,Inter Milan,Serie A,4,15,24.9,4.7,3.1,2.5,2.3,0.6,0.6,,72,0,3.6,,2012-12-16,2017-08-04,170,63,Right
36365,Calvin Anderson,20,Belgium,DF,Liverpool,Premier League,49,17,,57.7,0.5,1.1,0.7,,4.4,4.5,83.1,0.2,5.2,9,2012-07-17,2016-09-03,182,67,Left
50857,Keith Hobbs,35,Belgium,DF,Chelsea,Bundesliga,31,24,39.2,106.6,,1.3,0.6,3.1,2.2,3.1,86.1,0.2,4.4,3.2,2017-07-25,2020-02-04,191,79,Right
62296,Donna Mcdowell,20,Germany,FW,Chelsea,La Liga,14,10,8.5,139.6,4.2,,1.7,0.7,0.3,0.9,71.6,0,3.3,2.3,2014-10-16,2018-07-21,175,88,Right
98039,Jessica Collier,28,Argentina,DF,Juventus,La Liga,6,25,,79.4,0.6,0.3,0.8,2.6,2.1,6.9,81.4,0.2,13.8,4.8,2005-12-09,2006-07-12,171,69,Right
95180,Melinda Foley,,Argentina,MF,Bayern Munich,Serie A,,22,34.1,98.8,1,2.6,3.5,3.4,2.5,2,83.9,0.1,8.1,4.6,2016-10-13,2020-07-09,169,93,Left
58944,James Smith,28,England,DF,,Premier League,7,12,114.1,47.2,0.8,0.7,0.3,,2.6,5.7,75.5,0.1,11.5,0.2,2017-04-03,2018-06-15,191,85,Right
67422,David Barrett,,Germany,MF,Bayern Munich,Bundesliga,32,,,136.4,1.6,1.4,2.5,3,1.5,1.5,85.5,0.2,0.6,2.2,2008-03-21,2010-02-14,191,62,
77839,Janice Mccarthy,34,Netherlands,GK,Inter Milan,Premier League,16,16,99.2,70.1,0.1,0,0.2,0.1,0.1,0.6,77.3,5.5,,,2017-11-10,2021-08-25,197,65,
69177,April Mckenzie,23,Portugal,MF,Juventus,Serie A,26,25,3.2,125,1.6,1.3,3.5,1.8,1.7,2.2,89.5,0.1,,3.2,2016-04-03,2018-03-10,171,64,Left
25860,Cesar Nguyen,27,Italy,MF,Liverpool,Serie A,9,7,17.1,20.3,0.6,2.4,3.2,2.6,1.5,2.3,87.1,0.1,1.3,1.9,2011-01-01,2015-07-23,170,64,Right
42493,Karen Lewis,31,Netherlands,DF,Juventus,Premier League,10,25,115.1,144.4,0.4,1.1,0.5,4.3,3.7,3.5,80.9,0.1,6.4,6.1,2019-06-19,2023-12-01,169,82,Left
39451,Robert Pierce,17,Belgium,DF,Bayern Munich,Bundesliga,42,29,22.5,106.4,,1.2,0.8,2.7,3.3,6.6,81.8,0.3,9.8,5.5,2018-02-28,2020-06-11,192,68,Right
18392,Tina Powell,19,Argentina,,Real Madrid,Premier League,33,0,97.8,36.8,,,0.1,0,0,0.7,70.7,5.1,11.2,,2008-08-06,2012-08-16,184,94,Right
54313,Douglas Jones,19,Germany,MF,,Serie A,20,20,29.1,108.4,1.6,2.6,2.8,3.5,2.1,2.9,85.2,0,5.3,3.2,2015-01-14,2016-02-13,190,79,Right
12757,Jordan Stuart DVM,18,Argentina,GK,PSG,La Liga,23,20,48.9,73.2,0.1,0,0.4,0.2,0.2,0.8,75.6,3.7,6.9,72.7,2020-03-20,2023-08-24,192,94,Right
87110,Erika Williams,28,England,GK,Arsenal,Bundesliga,0,15,15.8,42.7,0,0.1,0.1,0.3,0.1,0.6,66.2,4.1,10,88.5,2010-12-10,2014-05-11,195,77,
82603,Kyle Johnson,33,Germany,GK,Real Madrid,Ligue 1,15,20,94.8,,0.1,0.2,0.1,0.2,0.2,1.6,78.2,,8.2,86,2012-08-28,2016-07-22,191,76,Right
40161,Terri Blackwell,21,Italy,GK,Juventus,Serie A,48,9,85.2,132.4,0.2,0.2,0.3,0,0,0.7,66.3,3.3,19.5,76.4,2009-10-22,2011-10-02,194,83,Right
87128,Gabriel Holder,25,France,FW,Manchester United,Serie A,46,13,50.6,99.6,,3.4,1.3,,0.2,0.2,,,2.5,1.2,2018-09-03,2019-08-06,180,62,
38864,Elaine Stevens DVM,,Brazil,GK,Liverpool,La Liga,36,8,88.9,114.8,,0.2,0,0.2,0.2,1.7,65.1,3.2,17.7,79,2006-10-27,2011-12-22,192,91,Left
10942,Garrett Taylor,19,Argentina,MF,,Premier League,45,24,114.1,27.8,2.1,2.7,,1.6,,1.4,85,,3.7,0.2,2012-01-02,2017-04-22,188,94,Right
19305,Miranda Blair,33,Netherlands,FW,Barcelona,Ligue 1,35,0,62,124.6,3.4,3.6,2.2,0.6,0.9,,73.2,,4.1,1.1,2009-03-07,2014-09-02,176,72,Right
92719,Charles Rodriguez,23,Germany,DF,,Premier League,18,28,12.3,3.7,0.9,0.6,0.3,3,3.9,5.2,,0.1,14.5,7.8,2010-08-24,2014-03-22,192,84,Right
17716,,27,Germany,,Juventus,Premier League,13,12,52.4,134.7,0.9,,0.9,2.8,4,3.3,,0,10,8.6,2009-05-09,2010-02-18,192,68,Left
40007,Jamie Perez,36,Spain,MF,Arsenal,Serie A,23,12,42.2,117.3,1.6,1.2,3.1,3.3,1.3,1.5,88.6,0,4.8,2.5,2011-10-18,2016-04-28,189,63,Right
18834,Timothy Howard,33,Brazil,GK,Liverpool,,31,28,,35.1,0.2,0.1,0.5,0,0.2,1.7,61.9,5.6,8.5,73.5,2016-08-08,2020-09-10,193,73,Both
14117,Kevin Barker,35,Portugal,DF,PSG,Serie A,20,28,101.8,66.3,0.9,1.3,0.8,4.1,2.8,5.5,85.3,0,10.4,7,2006-03-04,2011-08-04,172,93,Right
53309,Jeanette Johnson,34,Belgium,MF,Juventus,Serie A,14,,2.7,24.9,0.8,,2.8,2.5,2.5,1.6,88,0,3.9,4.3,2020-05-06,2025-07-03,192,70,Right
19287,Ashley Meyers,26,Portugal,FW,Arsenal,Serie A,20,9,,58.1,4.5,3.5,1.9,1,0.8,0.1,84,0,1.9,2.6,2010-03-22,2013-06-28,177,62,Right
77391,Matthew Clarke,32,Netherlands,FW,Chelsea,Ligue 1,26,16,13.7,141.2,2.5,4,2.4,0.5,1,0.3,77,,0.9,,2020-02-15,2024-07-17,175,87,Right
41195,Maria Thompson,22,Netherlands,GK,Chelsea,Serie A,29,18,1.1,145.8,0,0.3,0.4,0.1,0.2,,74.5,,9.2,79.4,2010-06-12,2015-10-17,194,88,Right
46500,Katherine King,31,,MF,Bayern Munich,,22,1,53.6,71.2,2.3,2.1,2.7,2.5,2.2,2.2,84.6,0.1,6.8,4.8,2017-05-22,2021-05-18,174,68,Left
97684,Holly Moon,25,England,GK,Juventus,Premier League,12,2,85.6,68.5,0.1,,0.2,0.1,,1.6,63,5,10.2,73.4,2006-09-13,2007-03-27,193,62,
73624,,31,,,Chelsea,Ligue 1,14,11,94.2,57.9,4.5,1.7,1.8,0.4,0.7,1.2,73.6,0,2.5,0.4,2019-07-11,2024-03-13,188,84,Right
38080,Kiara Dunn,28,England,GK,Manchester United,Premier League,41,14,42.8,14.7,0.1,0.3,0,0.3,0.1,1.9,62.7,2.8,6.7,78,2009-07-08,2010-01-19,200,93,Left
80678,,33,Portugal,DF,Chelsea,Bundesliga,2,22,67.6,112.9,0.6,1.3,0.5,4.2,2.4,5.1,75.4,0.1,11.5,8,2020-02-07,2025-07-25,187,71,Right
27342,Mark Anderson,29,Brazil,MF,Inter Milan,Ligue 1,12,21,91.9,,1.3,,2.1,,1.2,2.8,85.5,0.2,7.2,,2020-02-18,2023-05-12,170,68,Left
84847,David Russell,20,Spain,FW,,Premier League,7,28,112.4,145.5,3.8,1.7,1.8,0.6,0.7,,78.2,0,0.8,,2010-08-26,2013-08-24,186,74,Right
85525,Laura Mccall,33,Germany,FW,Liverpool,Ligue 1,37,,115,148.8,4.5,1.8,1.2,0.5,0.8,1.4,71.3,0.1,0.4,,2008-07-05,2011-09-23,189,84,Right
71953,Kyle Glass,21,Spain,DF,Chelsea,La Liga,37,17,119.3,71.9,0.8,0.9,0.7,3.2,3.3,4.8,86.4,0.1,10.4,5.5,2019-06-27,2023-03-04,182,64,Right
41850,Eric Hicks,24,Germany,MF,,Ligue 1,16,18,66.4,,1.3,2,,2.3,2.1,1.9,90.3,0.1,,0.5,2019-01-02,2020-08-15,171,70,Right
71993,Deborah Johnson,,England,FW,Arsenal,Bundesliga,28,4,37.2,39.3,,2.9,,1,1,1.4,76.4,0.1,,0.8,2010-12-09,2015-08-18,179,93,Left
63354,Karen Fields DDS,,,GK,Arsenal,,17,27,115.6,122.2,0.1,0.1,0,0.2,0.1,0.9,78.6,5.8,19.5,74.3,2013-09-21,2017-10-21,193,83,Right
34957,Jeffrey Thomas,29,England,GK,Juventus,Bundesliga,29,6,48.3,53.2,0.2,0.1,0.2,0.1,0.1,,61,5.5,,80.8,2020-03-08,2024-04-09,190,74,Right
22363,Emma Davis,21,Brazil,DF,PSG,La Liga,45,29,97.5,29,0.5,,0.4,4,4.2,,76.8,0,5.6,2.2,2006-09-22,2008-03-11,171,67,Right
22704,Lisa Nelson,36,France,GK,Inter Milan,Premier League,49,28,104.9,94.2,0.2,0.3,0.4,0.1,0.1,1.5,,5.7,,71.9,2014-03-18,2015-10-01,202,64,Right
96374,Susan Hendrix,20,France,MF,Chelsea,,38,9,119.3,126,2.1,1.7,1.5,2.5,1.1,,90.3,0,,0.1,2013-10-10,2014-01-20,176,85,Left
66498,Andres Hicks,24,Portugal,GK,Inter Milan,Ligue 1,42,10,97.1,96.1,0.1,0.2,0.2,0.3,0.1,,73.9,4.9,15.1,70,2006-04-09,2011-05-09,192,77,Right
56438,Joanna Smith,20,Belgium,FW,PSG,La Liga,29,4,52.8,11.4,4,2.8,,0.3,,0.4,82.6,0.1,3.6,0,2011-03-22,2016-03-07,180,65,Right
65519,Kimberly Fowler,21,Italy,GK,Chelsea,Premier League,41,6,85.4,,0.1,0.1,0.1,0.2,0,1.7,77.1,3.7,14,73.6,2012-07-17,2014-01-16,194,72,Both
63883,Jonathan Ortiz,22,Spain,GK,Real Madrid,La Liga,46,17,55,55,0.2,0.2,0,0.2,0.2,1.9,68.5,3.7,12.9,70.2,2019-10-03,2021-08-05,197,87,Right
71213,Mary Sanford,28,England,MF,,Serie A,32,1,100,89.5,2,2.7,,2.9,1.9,1.7,82.2,0.2,5.5,0.9,2009-02-28,2014-11-03,185,64,Left
17100,,20,Argentina,DF,Real Madrid,Premier League,37,15,88.2,20.5,0.7,0.7,,4.3,3.8,6.4,,0.2,4.7,7,2014-03-18,2017-07-04,172,72,Right
98259,Samantha Bright,23,England,MF,Bayern Munich,La Liga,10,10,87.7,130.6,2,1.8,2.5,2.5,2.1,1.4,91.2,0,5.2,4.6,2007-10-14,2012-04-23,192,76,Right
95649,Rebecca Smith,34,France,DF,Bayern Munich,Serie A,19,6,52.3,,0.2,1.3,,4.5,2.6,4,75.8,0.1,11.4,7.5,2018-07-02,2020-03-16,183,91,Right
94696,,23,,,Real Madrid,Ligue 1,41,18,83.3,52.9,4.5,2.9,1.7,1.1,,0.5,79.3,0.1,2.9,1.1,2005-05-20,2010-03-19,186,88,Left
22899,,22,Germany,FW,Chelsea,Bundesliga,15,7,45.2,113.5,4,2.4,1.4,0.3,0.9,0.8,76.6,0.1,0.4,1,2009-11-05,2013-09-23,181,62,Both
17944,Richard Brock,,Italy,FW,Manchester United,Ligue 1,25,5,87.5,35.9,,3.7,2.4,0.9,0.3,0.2,79,0.1,3.9,2.1,2008-03-09,2009-03-18,192,93,Right
62772,Ms. Cassandra Rivera DDS,32,Argentina,DF,Manchester United,La Liga,44,18,46.9,42.1,0.3,1.3,0.7,4.4,,6,85.8,,5.8,5.8,2018-09-13,2021-12-23,183,86,
54473,Anna Hardy,20,Belgium,MF,Barcelona,La Liga,31,29,106.4,4.2,1.7,1.6,2.4,,2.2,2,87.6,0,1.1,2.1,2013-11-17,2018-09-18,182,72,Right
24322,Ryan Lopez,21,Netherlands,FW,Chelsea,Ligue 1,47,2,59.5,,4.7,1.5,1.9,1.1,0.8,,70.2,0,2.6,,2013-01-16,2017-10-02,189,92,Right
42591,,22,Brazil,MF,Bayern Munich,La Liga,43,29,75.9,68.4,1.3,1.6,2.6,1.7,1.3,1.1,87,0.1,1.5,2.6,2019-08-08,2021-01-03,171,65,Right
35112,Deborah Floyd,36,Netherlands,,,La Liga,48,0,55,100.2,1.4,2.5,3.5,3,1.9,2,91.5,0.2,5.3,4.8,2016-08-05,2021-05-25,174,83,Both
34931,Anna Brown,36,Portugal,DF,Liverpool,Ligue 1,8,0,34.1,26.7,0.9,1,0.8,4.3,2,4.3,82.9,0.1,,2.2,2008-02-03,2012-12-26,183,78,Right
80292,Robert Davis,33,England,,PSG,La Liga,14,11,4.3,67.8,4.1,3.5,1.9,0.8,,,72,0.1,4.4,2,2020-06-04,2025-05-12,191,75,Right
68800,Lindsay Thomas,35,Netherlands,FW,,,32,17,8.2,86.6,3.9,2.9,2.3,0.3,0.8,,,0,1.5,0.9,2019-07-19,2023-09-26,189,87,Right
28373,Daniel Moore,35,France,GK,Liverpool,Bundesliga,42,22,34.6,136.7,0.1,0.1,0.1,0.2,0.1,0.9,65.8,2.7,,77.6,2018-12-10,2023-09-20,192,92,Right
65296,Russell Hopkins,29,Belgium,,Barcelona,Ligue 1,33,11,,113.3,0.1,0.1,0.2,0.1,0.1,0.8,,3.4,19.4,86.8,2014-07-09,2017-12-22,189,72,Right
34050,Margaret Kerr,27,Portugal,GK,Manchester United,Serie A,6,22,53,44.3,0,0,0.2,0.2,0,0.6,77.2,5.2,10.5,71.1,2017-04-20,2022-03-27,192,84,Right
46509,Robin Brown,25,Belgium,DF,,Ligue 1,1,0,15.6,148.3,1,0.5,0.7,3.6,2.6,4.6,86.6,0.3,14.7,9.2,2016-05-02,2021-10-12,175,95,Left
70637,Richard Miller,25,Italy,MF,Arsenal,Ligue 1,44,2,18.9,34.4,1.6,1.3,1.8,2.2,1.7,1.7,90.7,0.2,3,4.5,2013-02-19,2015-02-03,184,86,Right
42742,Lisa Lyons,22,Netherlands,FW,Chelsea,La Liga,36,2,,,2,3.6,1.3,1,0.8,1.3,74.6,0.1,2.1,0.1,2020-08-28,2024-02-01,183,66,Right
19880,Linda Logan,25,,FW,Juventus,Premier League,18,11,14.7,,3,2.6,1.1,0.5,0.7,1.2,71.4,0.1,1.5,0.7,2011-07-17,2012-09-01,190,64,
68082,Michael Wright,18,Italy,GK,Barcelona,,1,,60.7,43.7,0.2,0.2,,0.3,0.1,1.4,66,4.2,11.1,,2015-08-08,2018-04-10,202,90,Left
82132,Christy King,25,Portugal,MF,Liverpool,Premier League,46,27,63.6,52.8,1.9,2.2,1.9,2.1,1.4,,83.7,0.1,3.6,,2015-08-24,2017-10-01,177,82,
22833,Kristen Lloyd,29,Portugal,MF,Bayern Munich,La Liga,9,7,31.3,102,2.1,1.6,2.5,2.8,1.9,2.3,81.6,0.1,8.8,0.5,2010-03-24,2012-03-05,177,69,Right
16630,Cynthia Lam,25,,GK,Arsenal,Ligue 1,,3,20.3,124.1,0.1,0.1,0.3,0.2,0.1,0.8,78,4,8.5,77,2007-04-02,2008-03-02,198,91,Left
95477,Nicole Ramirez,,France,GK,Liverpool,,12,2,110.1,84.5,0.1,0,0.4,0.1,0.2,0.6,,5,18.9,83.6,2019-07-22,2022-07-06,189,89,
80855,Heather Armstrong,33,Germany,MF,Inter Milan,Bundesliga,18,7,49.6,48.5,0.7,1,3.3,,1.1,2.8,83.9,0,9.5,4.9,2013-03-22,2014-05-01,176,90,Right
